# version: c99a19931f661b16ab077261309d740f23ef38e8
# t = 9
# 1: x
# 2: y
-0.1995 0 5.00000458399006e-06 
-0.1985 0 5.00000462504416e-06 
-0.1975 0 5.00000471552028e-06 
-0.1965 0 5.00000486389875e-06 
-0.1955 0 5.00000508093697e-06 
-0.1945 0 5.00000538169538e-06 
-0.1935 0 5.0000057832554e-06 
-0.1925 0 5.00000630251583e-06 
-0.1915 0 5.00000695894433e-06 
-0.1905 0 5.00000777919931e-06 
-0.1895 0 5.00000879773609e-06 
-0.1885 0 5.00001005336799e-06 
-0.1875 0 5.00001158704011e-06 
-0.1865 0 5.00001344437389e-06 
-0.1855 0 5.00001568129064e-06 
-0.1845 0 5.0000183685497e-06 
-0.1835 0 5.00002159290622e-06 
-0.1825 0 5.00002545584134e-06 
-0.1815 0 5.00003007239635e-06 
-0.1805 0 5.00003557201192e-06 
-0.1795 0 5.00004210174477e-06 
-0.1785 0 5.00004983113972e-06 
-0.1775 0 5.00005895781484e-06 
-0.1765 0 5.00006971318582e-06 
-0.1755 0 5.00008236823377e-06 
-0.1745 0 5.00009723954108e-06 
-0.1735 0 5.00011469592576e-06 
-0.1725 0 5.00013516597977e-06 
-0.1715 0 5.00015914675081e-06 
-0.1705 0 5.00018721375316e-06 
-0.1695 0 5.00022003247361e-06 
-0.1685 0 5.00025837154086e-06 
-0.1675 0 5.00030311774824e-06 
-0.1665 0 5.0003552931477e-06 
-0.1655 0 5.00041607446292e-06 
-0.1645 0 5.00048681510279e-06 
-0.1635 0 5.0005690700895e-06 
-0.1625 0 5.00066462425164e-06 
-0.1615 0 5.00077552406918e-06 
-0.1605 0 5.00090411359992e-06 
-0.1595 0 5.00105307495939e-06 
-0.1585 0 5.00122547387344e-06 
-0.1575 0 5.00142481087426e-06 
-0.1565 0 5.00165507876443e-06 
-0.1555 0 5.00192082703169e-06 
-0.1545 0 5.00222723395819e-06 
-0.1535 0 5.00258018723495e-06 
-0.1525 0 5.00298637395809e-06 
-0.1515 0 5.00345338095756e-06 
-0.1505 0 5.00398980648203e-06 
-0.1495 0 5.00460538434011e-06 
-0.1485 0 5.00531112167625e-06 
-0.1475 0 5.00611945163774e-06 
-0.1465 0 5.007044402266e-06 
-0.1455 0 5.00810178302078e-06 
-0.1445 0 5.00930939041605e-06 
-0.1435 0 5.01068723430998e-06 
-0.1425 0 5.01225778644647e-06 
-0.1415 0 5.01404625288455e-06 
-0.1405 0 5.01608087198046e-06 
-0.1395 0 5.01839323958367e-06 
-0.1385 0 5.02101866308906e-06 
-0.1375 0 5.02399654592369e-06 
-0.1365 0 5.02737080394938e-06 
-0.1355 0 5.03119031511183e-06 
-0.1345 0 5.03550940345852e-06 
-0.1335 0 5.04038835836822e-06 
-0.1325 0 5.04589398948213e-06 
-0.1315 0 5.05210021737016e-06 
-0.1305 0 5.05908869941886e-06 
-0.1295 0 5.06694948975224e-06 
-0.1285 0 5.07578173120477e-06 
-0.1275 0 5.08569437642752e-06 
-0.1265 0 5.09680693413319e-06 
-0.1255 0 5.10925023525702e-06 
-0.1245 0 5.12316721243786e-06 
-0.1235 0 5.13871368471303e-06 
-0.1225 0 5.15605913768916e-06 
-0.1215 0 5.17538748772874e-06 
-0.1205 0 5.19689781691995e-06 
-0.1195 0 5.2208050638331e-06 
-0.1185 0 5.24734065338355e-06 
-0.1175 0 5.27675304760434e-06 
-0.1165 0 5.30930819789994e-06 
-0.1155 0 5.34528987850566e-06 
-0.1145 0 5.38499988056746e-06 
-0.1135 0 5.42875804659637e-06 
-0.1125 0 5.4769021261811e-06 
-0.1115 0 5.5297874358609e-06 
-0.1105 0 5.58778630904889e-06 
-0.1095 0 5.6512873258862e-06 
-0.1085 0 5.7206943178723e-06 
-0.1075 0 5.79642514795546e-06 
-0.1065 0 5.87891027331208e-06 
-0.1055 0 5.96859110503045e-06 
-0.1045 0 6.06591818603112e-06 
-0.1035 0 6.17134921540855e-06 
-0.1025 0 6.28534695357016e-06 
-0.1015 0 6.40837704765998e-06 
-0.1005 0 6.54090582042048e-06 
-0.0995 0 6.68339806757196e-06 
-0.0985 0 6.8363149087805e-06 
-0.0975 0 7.00011173529243e-06 
-0.0965 0 7.17523629341188e-06 
-0.0955 0 7.36212693741371e-06 
-0.0945 0 7.56121107855197e-06 
-0.0935 0 7.77290384897738e-06 
-0.0925 0 7.99760699108388e-06 
-0.0915 0 8.23570797455592e-06 
-0.0905 0 8.48757933562215e-06 
