# version: adb47ac2b8248601d1f7bd1cfa3f347071a4e7a4
# t = 1.5
# 1: x
# 2: y
# 3: s
# 4: h_w
# 5: u_w
-0.1995625 0 -0.1995625 1.00000137851481e-06 0.00500203364850763 
-0.1986875 0 -0.1986875 1.00000139242497e-06 0.0050020337180864 
-0.1978125 0 -0.1978125 1.00000142285644e-06 0.00500203387030509 
-0.1969375 0 -0.1969375 1.00000147241679e-06 0.00500203411820696 
-0.1960625 0 -0.1960625 1.00000154379058e-06 0.00500203447522016 
-0.1951875 0 -0.1951875 1.00000164080117e-06 0.00500203496046929 
-0.1943125 0 -0.1943125 1.00000176854125e-06 0.00500203559942799 
-0.1934375 0 -0.1934375 1.00000193229803e-06 0.00500203641854312 
-0.1925625 0 -0.1925625 1.00000213701278e-06 0.00500203744253102 
-0.1916875 0 -0.1916875 1.00000238822295e-06 0.0050020386990902 
-0.1908125 0 -0.1908125 1.00000269350125e-06 0.00500204022609943 
-0.1899375 0 -0.1899375 1.00000306298291e-06 0.00500204207425541 
-0.1890625 0 -0.1890625 1.00000350870326e-06 0.00500204430375915 
-0.1881875 0 -0.1881875 1.00000404354508e-06 0.00500204697905059 
-0.1873125 0 -0.1873125 1.00000468068383e-06 0.00500205016603373 
-0.1864375 0 -0.1864375 1.00000543383323e-06 0.005002053933305 
-0.1855625 0 -0.1855625 1.00000631804413e-06 0.00500205835614906 
-0.1846875 0 -0.1846875 1.00000735064474e-06 0.00500206352124201 
-0.1838125 0 -0.1838125 1.0000085520459e-06 0.00500206953067936 
-0.1829375 0 -0.1829375 1.00000994634323e-06 0.00500207650498802 
-0.1820625 0 -0.1820625 1.00001156178264e-06 0.00500208458545464 
-0.1811875 0 -0.1811875 1.0000134311924e-06 0.00500209393628706 
-0.1803125 0 -0.1803125 1.00001559246423e-06 0.00500210474702054 
-0.1794375 0 -0.1794375 1.00001808912988e-06 0.00500211723540198 
-0.1785625 0 -0.1785625 1.00002097105317e-06 0.00500213165085143 
-0.1776875 0 -0.1776875 1.00002429524436e-06 0.00500214827853553 
-0.1768125 0 -0.1768125 1.00002812680092e-06 0.00500216744407338 
-0.1759375 0 -0.1759375 1.0000325399809e-06 0.00500218951890562 
-0.1750625 0 -0.1750625 1.00003761941875e-06 0.00500221492637571 
-0.1741875 0 -0.1741875 1.00004346149671e-06 0.00500224414859003 
-0.1733125 0 -0.1733125 1.00005017588844e-06 0.00500227773413881 
-0.1724375 0 -0.1724375 1.00005788729358e-06 0.0050023163067727 
-0.1715625 0 -0.1715625 1.00006673738497e-06 0.00500236057514265 
-0.1706875 0 -0.1706875 1.00007688699224e-06 0.00500241134372233 
-0.1698125 0 -0.1698125 1.00008851854822e-06 0.00500246952504522 
-0.1689375 0 -0.1689375 1.00010183882738e-06 0.00500253615340221 
-0.1680625 0 -0.1680625 1.00011708200816e-06 0.00500261240015948 
-0.1671875 0 -0.1671875 1.00013451309441e-06 0.00500269959087279 
-0.1663125 0 -0.1663125 1.00015443173455e-06 0.00500279922439067 
-0.1654375 0 -0.1654375 1.00017717648048e-06 0.00500291299415797 
-0.1645625 0 -0.1645625 1.00020312953259e-06 0.0050030428119503 
-0.1636875 0 -0.1636875 1.00023272202114e-06 0.00500319083429171 
-0.1628125 0 -0.1628125 1.00026643987898e-06 0.00500335949183002 
-0.1619375 0 -0.1619375 1.00030483036545e-06 0.00500355152196974 
-0.1610625 0 -0.1610625 1.00034850930645e-06 0.00500377000508698 
-0.1601875 0 -0.1601875 1.00039816912132e-06 0.00500401840468004 
-0.1593125 0 -0.1593125 1.00045458771285e-06 0.00500430061183757 
-0.1584375 0 -0.1584375 1.00051863830315e-06 0.00500462099443773 
-0.1575625 0 -0.1575625 1.00059130030462e-06 0.00500498445152511 
-0.1566875 0 -0.1566875 1.00067367132198e-06 0.00500539647334525 
